Voucher Number,Reference,Date,Voucher Type,Party Name,Party Alias,Buyer's TIN No.,CST Number,Item Name,Godown,Item Batch,Acutal Quantity,Billed Quantity,Alternate Actual Quantity,Alternate Billed Quantity,Rate,Purchase Rate,Unit,Discount,Discount Amount,Margin,Amount,Purchase/Sales Ledger,Narration
PFIDEL0468/19-20,D-SO/0481/19-20,15-Jun-19,Sales (19-20),ESMARTEK WATER SOLUTIONS PVT LTD,,,,"SPG 1354-2.5"" T",Main Location,Primary Batch,4.00,4.00,,,3250.00,2881.00,Nos,0,,1476.00,13000.00,GST Sales,
PFIDEL0469/19-20,483,15-Jun-19,Sales (19-20),NIKHIL ENGINEERING,,,05014178127,25NB TMF,Main Location,Primary Batch,2.00,2.00,,,900.00,700.00,Nos,0,,454.88,1800.00,GST Sales,MAterial to be booked in Rama Logistics  transport
PFIDEL0469/19-20,483,15-Jun-19,Sales (19-20),NIKHIL ENGINEERING,,,05014178127,"SPG 1354-2.5"" T",Main Location,Primary Batch,2.00,2.00,,,3200.00,2881.00,Nos,0,,833.12,6400.00,GST Sales,MAterial to be booked in Rama Logistics  transport
PFIDEL0470/19-20,484,15-Jun-19,Sales (19-20),Koundal Water Treatment Services,,,,"PP 20"" 5 UM",Main Location,Primary Batch,100.00,100.00,,,100.00,80.00,Nos,0,,2066.15,10000.00,GST Sales,
PFIDEL0470/19-20,484,15-Jun-19,Sales (19-20),Koundal Water Treatment Services,,,,"SP 10""",Main Location,Primary Batch,100.00,100.00,,,30.00,24.00,Nos,0,,619.85,3000.00,GST Sales,
PFIDEL0470/19-20,484,15-Jun-19,Sales (19-20),Koundal Water Treatment Services,,,,"SP 30""",Main Location,Primary Batch,250.00,250.00,,,90.00,66.00,Nos,0,,6148.84,22500.00,GST Sales,
PFIDEL0470/19-20,484,15-Jun-19,Sales (19-20),Koundal Water Treatment Services,,,,"SP 40""",Main Location,Primary Batch,250.00,250.00,,,120.00,88.00,Nos,0,,8198.45,30000.00,GST Sales,
PFIDEL0470/19-20,484,15-Jun-19,Sales (19-20),Koundal Water Treatment Services,,,,"SP BB 10""",Main Location,Primary Batch,18.00,18.00,,,110.00,80.00,Nos,0,,553.10,1980.00,GST Sales,
PFIDEL0470/19-20,484,15-Jun-19,Sales (19-20),Koundal Water Treatment Services,,,,"SP BB 20""",Main Location,Primary Batch,108.00,108.00,,,170.00,142.63,Nos,0,,3077.41,18360.00,GST Sales,
PFIDEL0470/19-20,484,15-Jun-19,Sales (19-20),Koundal Water Treatment Services,,,,UV -ECS 007L,Main Location,Primary Batch,10.00,10.00,,,2775.00,2300.00,Nos,0,,4933.57,27750.00,GST Sales,
PFIDEL0470/19-20,484,15-Jun-19,Sales (19-20),Koundal Water Treatment Services,,,,UV -ECS 025L,Main Location,Primary Batch,5.00,5.00,,,7525.00,6300.00,Nos,0,,6373.89,37625.00,GST Sales,
PFIDEL0471/19-20,D-SO/0482/19-20,15-Jun-19,Sales (19-20),National Engineering & Filtration Co.,,,07050401588,40NB SMF,Main Location,Primary Batch,2.00,2.00,,,1500.00,1000.00,Nos,0,,1000.00,3000.00,GST Sales,
PFIDEL0471/19-20,D-SO/0482/19-20,15-Jun-19,Sales (19-20),National Engineering & Filtration Co.,,,07050401588,Carbon 600 IV,Main Location,Primary Batch,250.00,250.00,,,25.00,12.50,Nos,0,,3125.00,6250.00,GST Sales,
PFIDEL0471/19-20,D-SO/0482/19-20,15-Jun-19,Sales (19-20),National Engineering & Filtration Co.,,,07050401588,DS - H&L-36-4R,Main Location,Primary Batch,2.00,2.00,,,2650.00,1282.00,Nos,0,,2736.00,5300.00,GST Sales,
PFIDEL0471/19-20,D-SO/0482/19-20,15-Jun-19,Sales (19-20),National Engineering & Filtration Co.,,,07050401588,"DS-TS 4""",Main Location,Primary Batch,2.00,2.00,,,650.00,382.00,Nos,0,,536.00,1300.00,GST Sales,
PFIDEL0471/19-20,D-SO/0482/19-20,15-Jun-19,Sales (19-20),National Engineering & Filtration Co.,,,07050401588,"FRP 3672 - 4""TB",Main Location,Primary Batch,2.00,2.00,,,33500.00,28342.00,Nos,0,,10316.00,67000.00,GST Sales,
PFIDEL0472/19-20,D-SO/0486/19-20,15-Jun-19,Sales (19-20),Kapil Associates,,,09888807734,"SP 10""",Main Location,Primary Batch,35.00,35.00,,,38.00,24.00,Nos,0,,490.40,1330.00,GST Sales,
PFIDEL0473/19-20,487,15-Jun-19,Sales (19-20),M/S.SS AQUATECH,,,09845602781,CPA 2 4040,Main Location,Primary Batch,3.00,3.00,,,9700.00,9120.00,Nos,0,,1948.60,29100.00,IGST Sale,
PFIDEL0473/19-20,487,15-Jun-19,Sales (19-20),M/S.SS AQUATECH,,,09845602781,ECOLINE 4-300-1,Main Location,Primary Batch,3.00,3.00,,,3000.00,2650.00,Nos,0,,1114.52,9000.00,IGST Sale,
PFIDEL0473/19-20,487,15-Jun-19,Sales (19-20),M/S.SS AQUATECH,,,09845602781,"PP 30"" 5 UM",Main Location,Primary Batch,25.00,25.00,,,150.00,120.00,Nos,0,,776.88,3750.00,IGST Sale,
PFIDEL0474/19-20,487,17-Jun-19,Sales (19-20),M/S.SS AQUATECH,,,09845602781,"S-STRAP 4""",Main Location,Primary Batch,2.00,2.00,,,125.00,80.00,Nos,0,,90.00,250.00,IGST Sale,
PFIDEL0475/19-20,D-SO/0488/19-20,17-Jun-19,Sales (19-20),Jal Jeevan Engineers,,,,"BB 20"" - 4.5""",Main Location,Primary Batch,20.00,20.00,,,300.00,250.00,Nos,0,,1000.00,6000.00,GST Sales,
PFIDEL0475/19-20,D-SO/0488/19-20,17-Jun-19,Sales (19-20),Jal Jeevan Engineers,,,,"SP 20""",Main Location,Primary Batch,15.00,15.00,,,70.00,44.00,Nos,0,,390.00,1050.00,GST Sales,
PFIDEL0475/19-20,D-SO/0488/19-20,17-Jun-19,Sales (19-20),Jal Jeevan Engineers,,,,"SPG 1248-2.5"" T",Main Location,Primary Batch,1.00,1.00,,,2750.00,2363.00,Nos,0,,387.00,2750.00,GST Sales,
PFIDEL0476/19-20,D-SO/0489/19-20,17-Jun-19,Sales (19-20),3D Aqua Water Treatments Company,,,,Carbon 600 IV,Main Location,Primary Batch,25.00,25.00,,,22.00,12.50,Nos,0,,237.50,550.00,GST Sales,
PFIDEL0476/19-20,D-SO/0489/19-20,17-Jun-19,Sales (19-20),3D Aqua Water Treatments Company,,,,Media,Main Location,Primary Batch,150.00,150.00,,,6.00,3.00,Nos,0,,450.00,900.00,GST Sales,
PFIDEL0476/19-20,D-SO/0489/19-20,17-Jun-19,Sales (19-20),3D Aqua Water Treatments Company,,,,RESIN,Main Location,Primary Batch,500.00,500.00,,,82.00,69.00,Nos,0,,6500.00,41000.00,GST Sales,
PFIDEL0477/19-20,D-SO/0490/19-20,17-Jun-19,Sales (19-20),Pearl Water Technologies Pvt Ltd,,,06051842559,FM 32 (0.4-4),Main Location,Primary Batch,2.00,2.00,,,1000.00,750.00,Nos,0,,500.00,2000.00,GST Sales,
PFIDEL0478/19-20,D-SO/0491/19-20,17-Jun-19,Sales (19-20),Delta Pure Technologies India Pvt Ltd (HR),,,,FM 15 (60-600),Main Location,Primary Batch,2.00,2.00,,,600.00,350.00,Nos,0,,500.00,1200.00,GST Sales,
PFIDEL0479/19-20,loi-27.4.19,17-Jun-19,Sales (19-20),Maruti Suzuki India Ltd- Manesar,,,,"S-STRAP 8""",Main Location,Primary Batch,50.00,50.00,,,425.00,180.00,Nos,0,,12250.05,21250.00,GST Sales,Material Dispatched BY Road .
PFIDEL0479/19-20,loi-27.4.19,17-Jun-19,Sales (19-20),Maruti Suzuki India Ltd- Manesar,,,,Spare Parts,Main Location,Primary Batch,389.00,389.00,,,56.00,208.60,Nos,0,,65052.91,146198.00,GST Sales,Material Dispatched BY Road .
PFIDEL0480/19-20,7402402/ 30.4.19,17-Jun-19,Sales (19-20),Maruti Suzuki India Limited- (Casting),,,,RO - CIRCLIP,Main Location,Primary Batch,5.00,5.00,,,1600.00,523.91,Nos,0,,5380.58,8000.00,GST Sales,
PFIDEL0480/19-20,7402402/ 30.4.19,17-Jun-19,Sales (19-20),Maruti Suzuki India Limited- (Casting),,,,Spare Parts,Main Location,Primary Batch,35.00,35.00,,,36.00,208.60,Nos,0,,8619.27,15920.00,GST Sales,
PFIDEL0481/19-20,"SAPL/280/421
",17-Jun-19,Sales (19-20),Swaran Aquatech Pvt Ltd,,,06511224445,VS 2,Main Location,Primary Batch,15.00,15.00,,,625.00,485.00,Nos,0,,2100.50,9375.00,GST Sales,
PFIDEL0482/19-20,494,17-Jun-19,Sales (19-20),Global Enterprises,,,,40NB SMF,Main Location,Primary Batch,1.00,1.00,,,1400.00,1000.00,Nos,0,,516.67,1400.00,GST Sales,
PFIDEL0482/19-20,494,17-Jun-19,Sales (19-20),Global Enterprises,,,,MD 1.5,Main Location,Primary Batch,1.00,1.00,,,2200.00,1754.00,Nos,0,,629.33,2200.00,GST Sales,
PFIDEL0483/19-20,D-SO/0495/19-20,17-Jun-19,Sales (19-20),BABA ELECTRICALS,,,,"VC 2""",Main Location,Primary Batch,5.00,5.00,,,450.00,180.00,Nos,0,,1350.00,2250.00,GST Sales,
PFIDEL0484/19-20,D-SO/0380/19-20,18-Jun-19,Sales (19-20),Solmech Enviro Private Limited,,,,Carbon 600 IV,Main Location,Primary Batch,350.00,350.00,,,27.00,12.50,Nos,0,,5075.01,9450.00,GST Sales,
PFIDEL0484/19-20,D-SO/0380/19-20,18-Jun-19,Sales (19-20),Solmech Enviro Private Limited,,,,DS - H&L-48-6FL,Main Location,Primary Batch,2.00,2.00,,,12000.00,7303.00,Nos,0,,9394.03,24000.00,GST Sales,
PFIDEL0484/19-20,D-SO/0380/19-20,18-Jun-19,Sales (19-20),Solmech Enviro Private Limited,,,,"DS-TS 6""FL",Main Location,Primary Batch,2.00,2.00,,,6000.00,2610.00,Nos,0,,6780.02,12000.00,GST Sales,
PFIDEL0484/19-20,D-SO/0380/19-20,18-Jun-19,Sales (19-20),Solmech Enviro Private Limited,,,,"FRP 4872 - 6""FLTB",Main Location,Primary Batch,2.00,2.00,,,71000.00,58485.00,Nos,0,,25030.20,142000.00,GST Sales,
PFIDEL0484/19-20,D-SO/0380/19-20,18-Jun-19,Sales (19-20),Solmech Enviro Private Limited,,,,MD 2,Main Location,Primary Batch,2.00,2.00,,,3600.00,2723.50,Nos,0,,1753.01,7200.00,GST Sales,
PFIDEL0484/19-20,D-SO/0380/19-20,18-Jun-19,Sales (19-20),Solmech Enviro Private Limited,,,,Media,Main Location,Primary Batch,3250.00,3250.00,,,7.00,3.00,Nos,0,,9100.03,18850.00,GST Sales,
PFIDEL0484/19-20,D-SO/0380/19-20,18-Jun-19,Sales (19-20),Solmech Enviro Private Limited,,,,PG 400 B,Main Location,Primary Batch,2.00,2.00,,,220.00,160.00,Nos,0,,120.00,440.00,GST Sales,
PFIDEL0485/19-20,D-SO/0493/19-20,18-Jun-19,Sales (19-20),Apex Dynamic International,,,,GN SCA-25l,Main Location,Primary Batch,10.00,10.00,,,80.00,58.00,Nos,0,,220.00,800.00,GST Sales,
PFIDEL0485/19-20,D-SO/0493/19-20,18-Jun-19,Sales (19-20),Apex Dynamic International,,,,"SP 30""",Main Location,Primary Batch,30.00,30.00,,,90.00,66.00,Nos,0,,720.00,2700.00,GST Sales,
PFIDEL0486/19-20,D-SO/0498/19-20,18-Jun-19,Sales (19-20),Neeravi Aqua & Fire Solutions (Sale),,,,MD 1.5,Main Location,Primary Batch,2.00,2.00,,,2200.00,1754.00,Nos,0,,892.00,4400.00,GST Sales,
PFIDEL0487/19-20,478,19-Jun-19,Sales (19-20),Water Treatment Expert Inc,,,,20NB TMF IMP AUTO,Main Location,Primary Batch,4.00,4.00,,,3700.00,2625.00,Nos,0,,4556.21,14800.00,GST Sales,
PFIDEL0487/19-20,478,19-Jun-19,Sales (19-20),Water Treatment Expert Inc,,,,20NB TMS IMP AUTO,Main Location,Primary Batch,1.00,1.00,,,4500.00,2735.50,Nos,0,,1842.40,4500.00,GST Sales,
PFIDEL0487/19-20,478,19-Jun-19,Sales (19-20),Water Treatment Expert Inc,,,,"DS-TS 4""",Main Location,Primary Batch,12.00,12.00,,,550.00,382.00,Nos,0,,2130.26,6600.00,GST Sales,
PFIDEL0487/19-20,478,19-Jun-19,Sales (19-20),Water Treatment Expert Inc,,,,"FRP 1865 - 4"" T",Main Location,Primary Batch,1.00,1.00,,,14500.00,11861.43,Nos,0,,2889.59,14500.00,GST Sales,
PFIDEL0487/19-20,478,19-Jun-19,Sales (19-20),Water Treatment Expert Inc,,,,"FRP 1865 - 4""TB",Main Location,Primary Batch,1.00,1.00,,,15500.00,13300.00,Nos,0,,2468.33,15500.00,GST Sales,
PFIDEL0487/19-20,478,19-Jun-19,Sales (19-20),Water Treatment Expert Inc,,,,"SPG 1054-2.5"" T",Main Location,Primary Batch,6.00,6.00,,,2350.00,1972.00,Nos,0,,2512.09,14100.00,GST Sales,
PFIDEL0487/19-20,478,19-Jun-19,Sales (19-20),Water Treatment Expert Inc,,,,"SPG 1465-4"" T",Main Location,Primary Batch,6.00,6.00,,,4700.00,4238.00,Nos,0,,3260.19,28200.00,GST Sales,
PFIDEL0488/19-20,478,19-Jun-19,Sales (19-20),Water Treatment Expert Inc,,,,"SP BB 20""",Main Location,Primary Batch,27.00,27.00,,,180.00,142.41,Nos,0,,1014.95,4860.00,GST Sales,
PFIDEL0488/19-20,478,19-Jun-19,Sales (19-20),Water Treatment Expert Inc,,,,"SPG 1248-2.5"" T",Main Location,Primary Batch,6.00,6.00,,,2850.00,2363.00,Nos,0,,2922.06,17100.00,GST Sales,
PFIDEL0488/19-20,478,19-Jun-19,Sales (19-20),Water Treatment Expert Inc,,,,"SPG 1354-2.5"" T",Main Location,Primary Batch,10.00,10.00,,,3200.00,2881.00,Nos,0,,3190.12,32000.00,GST Sales,
PFIDEL0489/19-20,499,19-Jun-19,Sales (19-20),Sealux Industries,,,,"SPG 1248-2.5"" T",Main Location,Primary Batch,3.00,3.00,,,2600.00,2363.00,Nos,0,,711.00,7800.00,GST Sales,
PFIDEL0489/19-20,499,19-Jun-19,Sales (19-20),Sealux Industries,,,,"SPG 1354-2.5"" T",Main Location,Primary Batch,12.00,12.00,,,3100.00,2881.00,Nos,0,,2628.00,37200.00,GST Sales,
PFIDEL0490/19-20,D-SO/0500/19-20,19-Jun-19,Sales (19-20),Krishna Enterprises,,,,DP - E Dose,Main Location,Primary Batch,2.00,2.00,,,3500.00,3200.00,Nos,0,,600.00,7000.00,GST Sales,
PFIDEL0491/19-20,D-SO/0501/19-20,19-Jun-19,Sales (19-20),Danforst Pvt Ltd,,,,"20"" Blue L 1/2""",Main Location,Primary Batch,12.00,12.00,,,260.00,135.00,Nos,0,,1500.17,3120.00,GST Sales,
PFIDEL0491/19-20,D-SO/0501/19-20,19-Jun-19,Sales (19-20),Danforst Pvt Ltd,,,,RESIN,Main Location,Primary Batch,50.00,50.00,,,85.00,69.00,Nos,0,,800.23,4250.00,GST Sales,
PFIDEL0492/19-20,D-SO/0503/19-20,19-Jun-19,Sales (19-20),Sealux Industries,,,,"SPG 1248-2.5"" T",Main Location,Primary Batch,3.00,3.00,,,2600.00,2363.00,Nos,0,,711.00,7800.00,GST Sales,
PFIDEL0492/19-20,D-SO/0503/19-20,19-Jun-19,Sales (19-20),Sealux Industries,,,,"SPG 1465-4"" T",Main Location,Primary Batch,2.00,2.00,,,4700.00,4238.00,Nos,0,,924.00,9400.00,GST Sales,
PFIDEL0493/19-20,D-SO/0504/19-20,20-Jun-19,Sales (19-20),Delta Pure Technologies India Pvt Ltd (HR),,,,UV -ECS 025L,Main Location,Primary Batch,1.00,1.00,,,8280.00,6300.00,Nos,0,,1980.40,8280.00,GST Sales,
PFIDEL0494/19-20,D-SO/0502/19-20,20-Jun-19,Sales (19-20),Jal Jeevan Engineers,,,,"BB 20"" - 4.5""",Main Location,Primary Batch,30.00,30.00,,,300.00,250.00,Nos,0,,1500.00,9000.00,GST Sales,
PFIDEL0495/19-20,D-SO/0422/19-20,20-Jun-19,Sales (19-20),Riasa Water Technologies Pvt Ltd,,,,RESIN,Main Location,Primary Batch,650.00,650.00,,,83.00,69.00,Nos,0,,9100.00,53950.00,GST Sales,
PFIDEL0496/19-20,D-SO/0506/19-20,20-Jun-19,Sales (19-20),Bhalla Chemical Works Pvt Ltd- (Alwar),,,,Spare Parts,Main Location,Primary Batch,1.00,1.00,,,24400.00,190.31,Nos,0,,24209.69,24400.00,IGST Sale,
PFIDEL0497/19-20,D-SO/0507/19-20,20-Jun-19,Sales (19-20),D.S Enterprises,,,,DP - E Dose,Main Location,Primary Batch,1.00,1.00,,,3500.00,3200.00,Nos,0,,300.00,3500.00,GST Sales,
PFIDEL0498/19-20,D-SO/0509/19-20,20-Jun-19,Sales (19-20),3MX Water Technology,,,,FM 65 (8-40),Main Location,Primary Batch,1.00,1.00,,,3200.00,2400.00,Nos,0,,800.00,3200.00,GST Sales,
PFIDEL0499/19-20,D-SO/0508/19-20,20-Jun-19,Sales (19-20),Dew Speciality Chemmicals (P) Ltd,,,,DP - KCS 633,Main Location,Primary Batch,2.00,2.00,,,6500.00,5060.00,Nos,0,,2880.00,13000.00,GST Sales,
PFIDEL0499/19-20,D-SO/0508/19-20,20-Jun-19,Sales (19-20),Dew Speciality Chemmicals (P) Ltd,,,,"RO-ADP-8""",Main Location,Primary Batch,4.00,4.00,,,2500.00,1056.70,Nos,0,,5773.20,10000.00,GST Sales,
PFIDEL0500/19-20,HFPL/2019-20/790,21-Jun-19,Sales (19-20),HYPER FILTERATION PVT. LTD,,,,Spare Parts,Main Location,Primary Batch,6.00,6.00,,,22540.00,191.42,Nos,0,,134091.68,135240.00,GST Sales,
PFIDEL0501/19-20,D-SO/0497/19-20,21-Jun-19,Sales (19-20),Neomax Industrial Products,,,,"20"" Blue L 3/4""",Main Location,Primary Batch,2.00,2.00,,,250.00,145.00,Nos,0,,210.00,500.00,GST Sales,
PFIDEL0501/19-20,D-SO/0497/19-20,21-Jun-19,Sales (19-20),Neomax Industrial Products,,,,"DS-TS 4""",Main Location,Primary Batch,2.00,2.00,,,650.00,382.00,Nos,0,,536.01,1300.00,GST Sales,
PFIDEL0501/19-20,D-SO/0497/19-20,21-Jun-19,Sales (19-20),Neomax Industrial Products,,,,"FRP 2162 - 4""TB",Main Location,Primary Batch,1.00,1.00,,,18000.00,14925.00,Nos,0,,3075.07,18000.00,GST Sales,
PFIDEL0501/19-20,D-SO/0497/19-20,21-Jun-19,Sales (19-20),Neomax Industrial Products,,,,PG 400 B,Main Location,Primary Batch,1.00,1.00,,,220.00,160.00,Nos,0,,60.00,220.00,GST Sales,
PFIDEL0501/19-20,D-SO/0497/19-20,21-Jun-19,Sales (19-20),Neomax Industrial Products,,,,PG 400 C,Main Location,Primary Batch,2.00,2.00,,,220.00,180.00,Nos,0,,80.00,440.00,GST Sales,
PFIDEL0501/19-20,D-SO/0497/19-20,21-Jun-19,Sales (19-20),Neomax Industrial Products,,,,RO-HP Red,Main Location,Primary Batch,1.00,1.00,,,300.00,214.00,Nos,0,,86.00,300.00,GST Sales,
PFIDEL0501/19-20,D-SO/0497/19-20,21-Jun-19,Sales (19-20),Neomax Industrial Products,,,,RO-LP BLUE,Main Location,Primary Batch,1.00,1.00,,,300.00,212.00,Nos,0,,88.00,300.00,GST Sales,
PFIDEL0501/19-20,D-SO/0497/19-20,21-Jun-19,Sales (19-20),Neomax Industrial Products,,,,"S-STRAP 4""",Main Location,Primary Batch,2.00,2.00,,,125.00,80.00,Nos,0,,90.00,250.00,GST Sales,
PFIDEL0501/19-20,D-SO/0497/19-20,21-Jun-19,Sales (19-20),Neomax Industrial Products,,,,SCR-3/15-1PH,Main Location,Primary Batch,1.00,1.00,,,17500.00,16335.46,Nos,0,,1164.61,17500.00,GST Sales,
PFIDEL0501/19-20,D-SO/0497/19-20,21-Jun-19,Sales (19-20),Neomax Industrial Products,,,,"SPG 1054-2.5"" T",Main Location,Primary Batch,2.00,2.00,,,2300.00,1972.00,Nos,0,,656.02,4600.00,GST Sales,
PFIDEL0501/19-20,D-SO/0497/19-20,21-Jun-19,Sales (19-20),Neomax Industrial Products,,,,"SPG 1354-2.5"" T",Main Location,Primary Batch,2.00,2.00,,,3300.00,2881.00,Nos,0,,838.03,6600.00,GST Sales,
PFIDEL0502/19-20,454,21-Jun-19,Sales (19-20),Parchem Aquatreat Pvt. Ltd,,,,AQUALINE CART,Main Location,Primary Batch,2.00,2.00,,,17500.00,12570.00,Nos,0,,9860.00,35000.00,GST Sales,
PFIDEL0503/19-20,D-SO/0506/19-20,21-Jun-19,Sales (19-20),Bhalla Chemical Works Pvt Ltd- (Alwar),,,,Spare Parts,Main Location,Primary Batch,1.00,1.00,,,24400.00,191.42,Nos,0,,24208.58,24400.00,IGST Sale,
PFIDEL0504/19-20,2990-27.3.19,21-Jun-19,Sales (19-20),Ripples Engineering Pvt. Ltd.,,,,HPP-PUMPS-12,Main Location,Primary Batch,41.00,41.00,,,46324.00,20675.37,Nos,0,,-124127.73,723562.00,GST Sales,
PFIDEL0505/19-20,7100013075/25 April,22-Jun-19,Sales (19-20),Hero MotoCorp Ltd. - GGN,,,,Spare Parts,Main Location,Primary Batch,9.00,9.00,,,2190.26,194.48,Nos,0,,54459.87,56210.04,GST Sales,
PFIDEL0506/19-20,7100013108,22-Jun-19,Sales (19-20),Hero MotorCorp Ltd Haridwar,,,,Spare Parts,Main Location,Primary Batch,10.00,10.00,,,722.95,194.48,Nos,0,,5284.89,7229.50,GST Sales,
PFIDEL0507/19-20,D-SO/0511/19-20,22-Jun-19,Sales (19-20),Enhance Ecotech Solution Pvt. Ltd.,,,,40NB SMF W,Main Location,Primary Batch,2.00,2.00,,,1500.00,1050.00,Nos,0,,983.23,3000.00,GST Sales,
PFIDEL0507/19-20,D-SO/0511/19-20,22-Jun-19,Sales (19-20),Enhance Ecotech Solution Pvt. Ltd.,,,,DP - E Dose,Main Location,Primary Batch,6.00,6.00,,,3450.00,3200.00,Nos,0,,2074.27,20700.00,GST Sales,
PFIDEL0507/19-20,D-SO/0511/19-20,22-Jun-19,Sales (19-20),Enhance Ecotech Solution Pvt. Ltd.,,,,DS - H&L-30-4R,Main Location,Primary Batch,2.00,2.00,,,1850.00,1053.00,Nos,0,,1696.65,3700.00,GST Sales,
PFIDEL0507/19-20,D-SO/0511/19-20,22-Jun-19,Sales (19-20),Enhance Ecotech Solution Pvt. Ltd.,,,,"DS-TS 4""",Main Location,Primary Batch,2.00,2.00,,,650.00,382.00,Nos,0,,572.07,1300.00,GST Sales,
PFIDEL0507/19-20,D-SO/0511/19-20,22-Jun-19,Sales (19-20),Enhance Ecotech Solution Pvt. Ltd.,,,,"FRP 3072 - 4""TB",Main Location,Primary Batch,2.00,2.00,,,25300.00,22242.00,Nos,0,,7519.78,50600.00,GST Sales,
PFIDEL0508/19-20,D-SO/0512/19-20,22-Jun-19,Sales (19-20),Enhance Ecotech Solution Pvt. Ltd.,,,,RESIN,Main Location,Primary Batch,250.00,250.00,,,84.00,69.00,Nos,0,,4750.00,21000.00,GST Sales,
PFIDEL0509/19-20,D-SO/0513/19-20,22-Jun-19,Sales (19-20),3D Aqua Water Treatments Company,,,,RESIN,Main Location,Primary Batch,1000.00,1000.00,,,82.00,69.00,Nos,0,,13000.00,82000.00,GST Sales,
PFIDEL0510/19-20,D-SO/0514/19-20,24-Jun-19,Sales (19-20),Sai Enterprises,,,,Carbon 600 IV,Main Location,Primary Batch,50.00,50.00,,,22.00,12.50,Nos,0,,475.00,1100.00,GST Sales,
PFIDEL0510/19-20,D-SO/0514/19-20,24-Jun-19,Sales (19-20),Sai Enterprises,,,,HM 4040-BWE,Main Location,Primary Batch,3.00,3.00,,,7200.00,6500.00,Nos,0,,2100.00,21600.00,GST Sales,
PFIDEL0510/19-20,D-SO/0514/19-20,24-Jun-19,Sales (19-20),Sai Enterprises,,,,Media,Main Location,Primary Batch,100.00,100.00,,,6.00,3.00,Nos,0,,300.00,600.00,GST Sales,
PFIDEL0511/19-20,D-SO/0515/19-20,24-Jun-19,Sales (19-20),Victoria Appliances,,,08031765936,UV -ECS 007L,Main Location,Primary Batch,5.00,5.00,,,2775.00,2300.00,Nos,0,,2537.09,13875.00,GST Sales,
PFIDEL0511/19-20,D-SO/0515/19-20,24-Jun-19,Sales (19-20),Victoria Appliances,,,08031765936,UV -ECS 025L,Main Location,Primary Batch,1.00,1.00,,,7525.00,6300.00,Nos,0,,1312.91,7525.00,GST Sales,
PFIDEL0512/19-20,PO - TEC/STK/1920/18,24-Jun-19,Sales (19-20),Thermtech  Engineers & Chemicals,,,05009942428,DS - H&L-16-4R,Main Location,Primary Batch,1.00,1.00,,,1450.00,945.00,Nos,0,,565.20,1450.00,GST Sales,
PFIDEL0513/19-20,D-SO/0517/19-20,24-Jun-19,Sales (19-20),Global Enterprises [UP],,,,40NB SMS,Main Location,Primary Batch,1.00,1.00,,,3750.00,1146.67,Nos,0,,2603.33,3750.00,GST Sales,
PFIDEL0513/19-20,D-SO/0517/19-20,24-Jun-19,Sales (19-20),Global Enterprises [UP],,,,DS - H&L-24-4R,Main Location,Primary Batch,1.00,1.00,,,4800.00,999.00,Nos,0,,3801.00,4800.00,GST Sales,
PFIDEL0513/19-20,D-SO/0517/19-20,24-Jun-19,Sales (19-20),Global Enterprises [UP],,,,"DS-TS 4""",Main Location,Primary Batch,1.00,1.00,,,1800.00,382.00,Nos,0,,1418.00,1800.00,GST Sales,
PFIDEL0513/19-20,D-SO/0517/19-20,24-Jun-19,Sales (19-20),Global Enterprises [UP],,,,"FRP 2472 - 4""TB",Main Location,Primary Batch,1.00,1.00,,,27900.00,16941.00,Nos,0,,10959.00,27900.00,GST Sales,
PFIDEL0513/19-20,D-SO/0517/19-20,24-Jun-19,Sales (19-20),Global Enterprises [UP],,,,RESIN,Main Location,Primary Batch,350.00,350.00,,,102.00,69.00,Nos,0,,11550.00,35700.00,GST Sales,
PFIDEL0514/19-20,D-SO/0518/19-20,24-Jun-19,Sales (19-20),Sarvo Technologies Ltd,,,,DS - H&L-16-4R,Main Location,Primary Batch,1.00,1.00,,,1450.00,945.00,Nos,0,,505.00,1450.00,GST Sales,
PFIDEL0514/19-20,D-SO/0518/19-20,24-Jun-19,Sales (19-20),Sarvo Technologies Ltd,,,,DS-VB,Main Location,Primary Batch,1.00,1.00,,,450.00,248.00,Nos,0,,202.00,450.00,GST Sales,
PFIDEL0515/19-20,D-SO/0519/19-20,24-Jun-19,Sales (19-20),S D Aqua Trade,,,,CPA 2 8040,Main Location,Primary Batch,2.00,2.00,,,28000.00,26395.00,Nos,0,,3710.00,56000.00,GST Sales,
PFIDEL0516/19-20,D-SO/0520/19-20,24-Jun-19,Sales (19-20),Danforst Pvt Ltd,,,,RESIN,Main Location,Primary Batch,75.00,75.00,,,85.00,69.00,Nos,0,,1200.50,6375.00,GST Sales,
PFIDEL0517/19-20,D-SO/0521/19-20,24-Jun-19,Sales (19-20),Chemicure Water Technology (P) Ltd.,,,,DP - E Dose,Main Location,Primary Batch,5.00,5.00,,,3450.00,3200.00,Nos,0,,1250.30,17250.00,GST Sales,
PFIDEL0517/19-20,D-SO/0521/19-20,24-Jun-19,Sales (19-20),Chemicure Water Technology (P) Ltd.,,,,DS-VB,Main Location,Primary Batch,4.00,4.00,,,550.00,248.00,Nos,0,,1208.04,2200.00,GST Sales,
PFIDEL0517/19-20,D-SO/0521/19-20,24-Jun-19,Sales (19-20),Chemicure Water Technology (P) Ltd.,,,,"SP BB 20""",Main Location,Primary Batch,18.00,18.00,,,190.00,140.00,Nos,0,,900.06,3420.00,GST Sales,
